z,H_z_Zx
0.001,37.6439871383702
0.00701002004008016,37.98315538243334
0.01302004008016032,38.323579709601475
0.019030060120240482,38.665033457386365
0.02504008016032064,39.00706896622878
0.0310501002004008,39.35197170787993
0.037060120240480963,39.695725587912925
0.04307014028056112,40.03854159166669
0.04908016032064128,40.38929690612711
0.05509018036072144,40.735287336809826
0.0611002004008016,41.08502506112622
0.06711022044088176,41.43543823137319
0.07312024048096193,41.78268995188529
0.07913026052104208,42.13347641388492
0.08514028056112224,42.48660610049936
0.0911503006012024,42.83403184646247
0.09716032064128256,43.195434101816396
0.10317034068136273,43.55275066425697
0.10918036072144288,43.90495284954681
0.11519038076152305,44.26306452799685
0.1212004008016032,44.622462732426804
0.12721042084168335,44.98089334721454
0.13322044088176352,45.341450839147114
0.13923046092184369,45.70304324319756
0.14524048096192385,46.06737698160819
0.15125050100200402,46.427950201251264
0.15726052104208416,46.7908837513344
0.16327054108216432,47.15760225620914
0.1692805611222445,47.52664921917295
0.17529058116232465,47.91594411325011
0.1813006012024048,48.25711336485074
0.18731062124248496,48.63639327828182
0.19332064128256513,49.00940885152395
0.1993306613226453,49.36952142154926
0.20534068136272546,49.74785930642381
0.2113507014028056,50.12467147083547
0.21736072144288576,50.507722556352554
0.22337074148296593,50.85634342118478
0.2293807615230461,51.238708126892206
0.23539078156312623,51.62592286087702
0.2414008016032064,51.99135635315965
0.24741082164328657,52.37984713375039
0.2534208416833667,52.76300628482647
0.25943086172344687,53.12032956711316
0.26544088176352704,53.50474807156609
0.2714509018036072,53.89126877884617
0.27746092184368737,54.26869946130026
0.28347094188376754,54.650592826510795
0.2894809619238477,55.08272859838166
0.29549098196392787,55.42415035527241
0.30150100200400803,55.81456408652724
0.30751102204408814,56.193343111713986
0.3135210420841683,56.58542302879562
0.3195310621242485,56.983248320987336
0.32554108216432864,57.35831287829492
0.3315511022044088,57.75208003715925
0.337561122244489,58.151054004763246
0.34357114228456914,58.539443086142995
0.3495811623246493,58.927746684938754
0.3555911823647295,59.328831643575306
0.3616012024048096,59.70490545679093
0.36761122244488975,60.10418450670009
0.3736212424849699,60.51998170525696
0.3796312625250501,60.911587774969945
0.38564128256513025,61.309454812668776
0.3916513026052104,61.70469433139818
0.3976613226452906,62.10855732163149
0.40367134268537075,62.52207603945741
0.4096813627254509,63.02040190986299
0.415691382765531,63.30406082830036
0.4217014028056112,63.71948340963172
0.42771142284569136,64.14402623455645
0.4337214428857715,64.52294268726395
0.4397314629258517,64.93397892134433
0.44574148296593186,65.33185292160483
0.451751503006012,65.75236424821846
0.4577615230460922,66.11580544752152
0.46377154308617236,66.56760101096181
0.46978156312625247,66.96232786923294
0.47579158316633263,67.38256383832841
0.4818016032064128,67.74078872116284
0.48781162324649296,68.21578815233097
0.49382164328657313,68.63378837857597
0.4998316633266533,69.03388226920566
0.5058416833667334,69.45975772482441
0.5118517034068136,69.87508501079434
0.5178617234468937,70.28662347721779
0.523871743486974,70.67467523266379
0.5298817635270541,71.12156396104996
0.5358917835671343,71.54894747264115
0.5419018036072144,71.96293028705026
0.5479118236472946,72.39103673284934
0.5539218436873747,72.8142648409613
0.5599318637274548,73.22646394859648
0.5659418837675351,73.65253792536629
0.5719519038076152,74.08229461276106
0.5779619238476954,74.50849168711605
0.5839719438877755,74.92810407754577
0.5899819639278557,75.37298588129751
0.5959919839679358,75.7918013285507
0.6020020040080161,76.21145202405562
0.6080120240480962,76.61490564461937
0.6140220440881763,77.08976263327261
0.6200320641282565,77.48744588156663
0.6260420841683366,77.93164435905096
0.6320521042084168,78.37020532370974
0.638062124248497,78.79888405734017
0.6440721442885772,79.25609469006992
0.6500821643286573,79.67336185593282
0.6560921843687375,80.09895402475937
0.6621022044088176,80.51004786551042
0.6681122244488977,80.99801437632114
0.674122244488978,81.42004264199278
0.6801322645290581,81.85150809955398
0.6861422845691383,82.30210280232838
0.6921523046092184,82.7216989521425
0.6981623246492986,83.16058373587272
0.7041723446893787,83.6134209286778
0.710182364729459,90.40130868868022
0.7161923847695391,84.46389612386002
0.7222024048096192,84.94331340134246
0.7282124248496994,85.40297730941181
0.7342224448897795,85.85474469466595
0.7402324649298597,86.2578623756453
0.7462424849699398,86.75540905617447
0.7522525050100201,87.18074298849105
0.7582625250501002,87.62952113856173
0.7642725450901804,88.07649166672726
0.7702825651302605,88.53719771851281
0.7762925851703406,88.97994321079162
0.7823026052104208,89.18370186375459
0.7883126252505009,89.89620984363677
0.7943226452905812,90.31214367459106
0.8003326653306613,90.82746184525543
0.8063426853707415,91.2469964397475
0.8123527054108216,91.71314284861602
0.8183627254509018,92.16183102116744
0.8243727454909819,92.62570211072233
0.830382765531062,93.2302521280998
0.8363927855711423,93.53668062392649
0.8424028056112224,94.00010868742957
0.8484128256513026,94.4551727432562
0.8544228456913827,94.9156052831586
0.8604328657314629,95.38660602210116
0.866442885771543,95.86836971666305
0.8724529058116233,96.29932845294158
0.8784629258517034,96.75016643981894
0.8844729458917835,97.24118848779106
0.8904829659318637,97.70668006592622
0.8964929859719438,98.17429692644886
0.902503006012024,98.62351965997019
0.9085130260521042,99.09170311115635
0.9145230460921844,99.66907755276888
0.9205330661322645,99.98735309699418
0.9265430861723447,100.51177335914056
0.9325531062124248,100.97463731597732
0.9385631262525049,101.45552537936956
0.9445731462925852,101.92006557070123
0.9505831663326653,102.41353394747665
0.9565931863727455,102.91225944701655
0.9626032064128256,103.3412066406127
0.9686132264529058,103.83676993380239
0.9746232464929859,104.28926997162826
0.9806332665330662,104.91404725978954
0.9866432865731463,105.95831418007873
0.9926533066132264,105.73139718158991
0.9986633266533066,106.18896281813734
1.0046733466933866,106.67996433024804
1.0106833667334667,107.16755583543406
1.016693386773547,107.640105578132
1.0227034068136271,108.27381130832482
1.0287134268537073,108.60693393704035
1.0347234468937874,109.09569687813992
1.0407334669338677,109.58192165427158
1.0467434869739478,110.05873562890764
1.052753507014028,110.55117859547674
1.058763527054108,111.03576503950686
1.0647735470941881,111.44265131242967
1.0707835671342685,112.03577190635741
1.0767935871743486,112.49651147947412
1.0828036072144287,112.97162191231865
1.0888136272545088,113.47938254733968
1.0948236472945891,113.96621554954962
1.1008336673346693,114.44436463855641
1.1068436873747494,114.95151865623838
1.1128537074148295,115.42981145172854
1.1188637274549096,115.90670469645418
1.12487374749499,116.42618280288102
1.13088376753507,116.98198511762335
1.1368937875751501,116.53493319157145
1.1429038076152302,117.9527450131372
1.1489138276553106,118.40790567650212
1.1549238476953907,118.87025755966123
1.1609338677354708,119.40399035100572
1.166943887775551,119.90171403074254
1.172953907815631,120.39291031063699
1.1789639278557114,120.90086380992227
1.1849739478957915,119.9909313637641
1.1909839679358716,121.8881798548745
1.1969939879759517,122.39655734633708
1.203004008016032,122.90536621019358
1.2090140280561121,123.3864894787105
1.2150240480961922,123.90715823973105
1.2210340681362724,124.41754041194157
1.2270440881763525,124.95593650607657
